RouteID,VehicleCount,AverageSpeed,MaximumSpeed,MinimumSpeed,AverageLatitude,AverageLongitude,AverageBearing
8796,2,0.0,0.0,0.0,51.89575386047363,-1.7540295124053955,22.0
14851,7,0.0,0.0,0.0,52.9036739894322,-1.479775411742074,160.28571428571428
5335,1,0.0,0.0,0.0,52.63336944580078,-1.9279060363769531,140.0
5698946,2,0.0,0.0,0.0,52.811126708984375,-1.642096996307373,56.0
18198,1,0.0,0.0,0.0,51.37826919555664,-1.0709680318832397,117.0
7822,3,0.0,0.0,0.0,53.37462361653646,-1.4691563447316487,198.33333333333334
11150011,2,0.0,0.0,0.0,51.372108459472656,-0.19019199907779694,112.5
6692,3,0.0,0.0,0.0,52.406819661458336,-1.5492550134658813,113.66666666666667
53174,3,0.0,0.0,0.0,50.3751106262207,-4.153275648752849,145.66666666666666
12592,3,0.0,0.0,0.0,53.7978769938151,-1.5958776871363323,206.33333333333334
73002,4,0.0,0.0,0.0,51.353163719177246,-2.4937592148780823,180.75
6574,6,0.0,0.0,0.0,51.12564913431803,-1.7865546544392903,47.833333333333336
4377,19,0.0,0.0,0.0,47.80502459877416,-3.3698565583480034,173.05263157894737
5917,2,0.0,0.0,0.0,52.21725845336914,-0.8921545147895813,99.0
344606,1,0.0,0.0,0.0,53.235408782958984,-1.3980940580368042,342.0
59192,1,0.0,0.0,0.0,53.50277328491211,-2.920137882232666,228.0
132933,4,0.0,0.0,0.0,51.29705810546875,-0.7595379948616028,258.0
77967,3,0.0,0.0,0.0,51.983238220214844,-0.24409666657447815,-1.0
76076,1,0.0,0.0,0.0,52.23263168334961,0.12292599678039551,0.0
9707430,1,0.0,0.0,0.0,51.45682144165039,-2.113800048828125,-1.0
116843,10,0.0,0.0,0.0,54.57724800109863,-1.2768601953983307,167.7
4271,1,0.0,0.0,0.0,51.6265869140625,-3.995666980743408,-1.0
9696,2,0.0,0.0,0.0,50.7893180847168,-3.2304455041885376,31.5
113764,7,0.0,0.0,0.0,51.55009514944894,-0.7074418663978577,139.14285714285714
10424094,4,0.0,0.0,0.0,51.543474197387695,-0.21526775136590004,258.75
640426,1,0.0,0.0,0.0,53.233463287353516,-1.423666000366211,102.0
77331,1,0.0,0.0,0.0,50.97150421142578,-1.3671109676361084,294.0
66403,1,0.0,0.0,0.0,51.653499603271484,-0.41780200600624084,-1.0
7607639,5,0.0,0.0,0.0,55.72987823486328,-2.3125545978546143,151.0
30611,6,0.0,0.0,0.0,53.83708190917969,-1.637023349603017,117.5
108662,2,0.0,0.0,0.0,50.26180076599121,-5.061038017272949,32.5
133364,3,0.0,0.0,0.0,51.74684397379557,-3.3131436506907144,218.0
9103,4,0.0,0.0,0.0,51.442450523376465,-2.662242293357849,132.0
8290305,10,0.0,0.0,0.0,51.443505096435544,-0.33482399880886077,175.5
59258,4,0.0,0.0,0.0,53.36675262451172,-2.905258059501648,45.0
9741,1,0.0,0.0,0.0,55.03750991821289,-2.1268389225006104,133.0
9496807,1,0.0,0.0,0.0,53.549522399902344,-0.09210500121116638,348.0
10266525,3,0.0,0.0,0.0,52.100510915120445,-0.48879366119702655,240.0
104916,1,0.0,0.0,0.0,53.03568649291992,-2.1437830924987793,11.0
8154226,7,0.0,0.0,0.0,53.77623585292271,-2.8413918699537004,114.0
78290,3,0.0,0.0,0.0,35.669446309407554,-1.8238159815470378,200.0
97751,4,0.0,0.0,0.0,52.59389877319336,1.7160094678401947,174.75
10245,2,0.0,0.0,0.0,52.63084411621094,-2.9024994373321533,112.0
30528,8,0.0,0.0,0.0,53.796924114227295,-1.5422183871269226,55.875
115727,1,0.0,0.0,0.0,51.78371810913086,0.13558299839496613,70.0
106201,1,0.0,0.0,0.0,50.9239387512207,-1.4448219537734985,29.0
11435,1,0.0,0.0,0.0,52.036865234375,-2.4227850437164307,341.0
7222,13,0.0,0.0,0.0,52.4997432415302,-1.988693090585562,141.46153846153845
3157,2,0.0,0.0,0.0,51.35892295837402,-2.2581310272216797,239.0
17889,8,0.0,0.0,0.0,51.4363374710083,-0.8925744965672493,169.625
580598,1,0.0,0.0,0.0,51.134986877441406,0.27189499139785767,255.0
54512,14,0.0,0.0,0.0,51.77080563136509,-1.0239402140889848,127.78571428571429
1440,4,0.0,0.0,0.0,54.969075202941895,-1.400327742099762,213.0
106799,1,0.0,0.0,0.0,50.46799850463867,-3.536012887954712,-1.0
104882,1,0.0,0.0,0.0,51.14795684814453,0.3072029948234558,-1.0
